pos,generation,rank,score,id
"[(643.0, 404.0), (330.0, 410.0), (278.0, 434.0), (371.0, 429.0), (528.0, 794.0), (573.0, 903.0), (494.0, 898.0), (493.0, 970.0), (921.0, 964.0), (704.0, 995.0), (898.0, 898.0), (938.0, 646.0), (901.0, 639.0), (761.0, 772.0), (730.0, 742.0), (964.0, 726.0), (837.0, 787.0), (908.0, 534.0), (929.0, 389.0), (862.0, 361.0), (875.0, 407.0), (951.0, 209.0), (897.0, 324.0), (774.0, 130.0), (708.0, 99.0), (684.0, 273.0), (628.0, 311.0), (796.0, 310.0), (724.0, 631.0), (758.0, 405.0), (501.0, 287.0), (116.0, 69.0), (3.0, 517.0), (101.0, 482.0), (276.0, 666.0), (345.0, 560.0), (436.0, 619.0), (549.0, 329.0), (602.0, 68.0), (273.0, 105.0), (220.0, 307.0), (213.0, 639.0), (45.0, 549.0), (2.0, 897.0), (98.0, 711.0), (189.0, 739.0), (328.0, 489.0), (444.0, 428.0), (508.0, 31.0), (437.0, 601.0)]",76741,1,10799.2283728606,2302294
"[(643.0, 404.0), (330.0, 410.0), (278.0, 434.0), (371.0, 429.0), (528.0, 794.0), (573.0, 903.0), (494.0, 898.0), (493.0, 970.0), (921.0, 964.0), (704.0, 995.0), (898.0, 898.0), (938.0, 646.0), (901.0, 639.0), (761.0, 772.0), (730.0, 742.0), (964.0, 726.0), (837.0, 787.0), (908.0, 534.0), (929.0, 389.0), (862.0, 361.0), (875.0, 407.0), (951.0, 209.0), (897.0, 324.0), (774.0, 130.0), (708.0, 99.0), (684.0, 273.0), (628.0, 311.0), (796.0, 310.0), (724.0, 631.0), (758.0, 405.0), (501.0, 287.0), (116.0, 69.0), (3.0, 517.0), (101.0, 482.0), (276.0, 666.0), (345.0, 560.0), (436.0, 619.0), (549.0, 329.0), (602.0, 68.0), (273.0, 105.0), (220.0, 307.0), (213.0, 639.0), (45.0, 549.0), (2.0, 897.0), (98.0, 711.0), (189.0, 739.0), (328.0, 489.0), (444.0, 428.0), (508.0, 31.0), (437.0, 601.0)]",83091,2,10799.2283728606,2492776
"[(643.0, 404.0), (330.0, 410.0), (278.0, 434.0), (371.0, 429.0), (528.0, 794.0), (573.0, 903.0), (494.0, 898.0), (493.0, 970.0), (921.0, 964.0), (704.0, 995.0), (898.0, 898.0), (938.0, 646.0), (901.0, 639.0), (761.0, 772.0), (730.0, 742.0), (964.0, 726.0), (837.0, 787.0), (908.0, 534.0), (929.0, 389.0), (862.0, 361.0), (875.0, 407.0), (951.0, 209.0), (897.0, 324.0), (774.0, 130.0), (708.0, 99.0), (684.0, 273.0), (628.0, 311.0), (796.0, 310.0), (724.0, 631.0), (758.0, 405.0), (501.0, 287.0), (116.0, 69.0), (3.0, 517.0), (101.0, 482.0), (276.0, 666.0), (345.0, 560.0), (436.0, 619.0), (549.0, 329.0), (602.0, 68.0), (273.0, 105.0), (220.0, 307.0), (213.0, 639.0), (45.0, 549.0), (2.0, 897.0), (98.0, 711.0), (189.0, 739.0), (328.0, 489.0), (444.0, 428.0), (508.0, 31.0), (437.0, 601.0)]",76700,3,10799.2283728606,2301045
"[(643.0, 404.0), (330.0, 410.0), (278.0, 434.0), (371.0, 429.0), (528.0, 794.0), (573.0, 903.0), (494.0, 898.0), (493.0, 970.0), (921.0, 964.0), (704.0, 995.0), (898.0, 898.0), (938.0, 646.0), (901.0, 639.0), (761.0, 772.0), (730.0, 742.0), (964.0, 726.0), (837.0, 787.0), (908.0, 534.0), (929.0, 389.0), (862.0, 361.0), (875.0, 407.0), (951.0, 209.0), (897.0, 324.0), (774.0, 130.0), (708.0, 99.0), (684.0, 273.0), (628.0, 311.0), (796.0, 310.0), (724.0, 631.0), (758.0, 405.0), (501.0, 287.0), (116.0, 69.0), (3.0, 517.0), (101.0, 482.0), (276.0, 666.0), (345.0, 560.0), (436.0, 619.0), (549.0, 329.0), (602.0, 68.0), (273.0, 105.0), (220.0, 307.0), (213.0, 639.0), (45.0, 549.0), (2.0, 897.0), (98.0, 711.0), (189.0, 739.0), (328.0, 489.0), (444.0, 428.0), (508.0, 31.0), (437.0, 601.0)]",90087,4,10799.2283728606,2702679
"[(643.0, 404.0), (330.0, 410.0), (278.0, 434.0), (371.0, 429.0), (528.0, 794.0), (573.0, 903.0), (494.0, 898.0), (493.0, 970.0), (921.0, 964.0), (704.0, 995.0), (898.0, 898.0), (938.0, 646.0), (901.0, 639.0), (761.0, 772.0), (730.0, 742.0), (964.0, 726.0), (837.0, 787.0), (908.0, 534.0), (929.0, 389.0), (862.0, 361.0), (875.0, 407.0), (951.0, 209.0), (897.0, 324.0), (774.0, 130.0), (708.0, 99.0), (684.0, 273.0), (628.0, 311.0), (796.0, 310.0), (724.0, 631.0), (758.0, 405.0), (501.0, 287.0), (116.0, 69.0), (3.0, 517.0), (101.0, 482.0), (276.0, 666.0), (345.0, 560.0), (436.0, 619.0), (549.0, 329.0), (602.0, 68.0), (273.0, 105.0), (220.0, 307.0), (213.0, 639.0), (45.0, 549.0), (2.0, 897.0), (98.0, 711.0), (189.0, 739.0), (328.0, 489.0), (444.0, 428.0), (508.0, 31.0), (437.0, 601.0)]",81211,5,10799.2283728606,2436385
"[(643.0, 404.0), (330.0, 410.0), (278.0, 434.0), (371.0, 429.0), (528.0, 794.0), (573.0, 903.0), (494.0, 898.0), (493.0, 970.0), (921.0, 964.0), (704.0, 995.0), (898.0, 898.0), (938.0, 646.0), (901.0, 639.0), (761.0, 772.0), (730.0, 742.0), (964.0, 726.0), (837.0, 787.0), (908.0, 534.0), (929.0, 389.0), (862.0, 361.0), (875.0, 407.0), (951.0, 209.0), (897.0, 324.0), (774.0, 130.0), (708.0, 99.0), (684.0, 273.0), (628.0, 311.0), (796.0, 310.0), (724.0, 631.0), (758.0, 405.0), (501.0, 287.0), (116.0, 69.0), (3.0, 517.0), (101.0, 482.0), (276.0, 666.0), (345.0, 560.0), (436.0, 619.0), (549.0, 329.0), (602.0, 68.0), (273.0, 105.0), (220.0, 307.0), (213.0, 639.0), (45.0, 549.0), (2.0, 897.0), (98.0, 711.0), (189.0, 739.0), (328.0, 489.0), (444.0, 428.0), (508.0, 31.0), (437.0, 601.0)]",97735,6,10799.2283728606,2932092
"[(643.0, 404.0), (330.0, 410.0), (278.0, 434.0), (371.0, 429.0), (528.0, 794.0), (573.0, 903.0), (494.0, 898.0), (493.0, 970.0), (921.0, 964.0), (704.0, 995.0), (898.0, 898.0), (938.0, 646.0), (901.0, 639.0), (761.0, 772.0), (730.0, 742.0), (964.0, 726.0), (837.0, 787.0), (908.0, 534.0), (929.0, 389.0), (862.0, 361.0), (875.0, 407.0), (951.0, 209.0), (897.0, 324.0), (774.0, 130.0), (708.0, 99.0), (684.0, 273.0), (628.0, 311.0), (796.0, 310.0), (724.0, 631.0), (758.0, 405.0), (501.0, 287.0), (116.0, 69.0), (3.0, 517.0), (101.0, 482.0), (276.0, 666.0), (345.0, 560.0), (436.0, 619.0), (549.0, 329.0), (602.0, 68.0), (273.0, 105.0), (220.0, 307.0), (213.0, 639.0), (45.0, 549.0), (2.0, 897.0), (98.0, 711.0), (189.0, 739.0), (328.0, 489.0), (444.0, 428.0), (508.0, 31.0), (437.0, 601.0)]",74095,7,10799.2283728606,2222920
"[(643.0, 404.0), (330.0, 410.0), (278.0, 434.0), (371.0, 429.0), (528.0, 794.0), (573.0, 903.0), (494.0, 898.0), (493.0, 970.0), (921.0, 964.0), (704.0, 995.0), (898.0, 898.0), (938.0, 646.0), (901.0, 639.0), (761.0, 772.0), (730.0, 742.0), (964.0, 726.0), (837.0, 787.0), (908.0, 534.0), (929.0, 389.0), (862.0, 361.0), (875.0, 407.0), (951.0, 209.0), (897.0, 324.0), (774.0, 130.0), (708.0, 99.0), (684.0, 273.0), (628.0, 311.0), (796.0, 310.0), (724.0, 631.0), (758.0, 405.0), (501.0, 287.0), (116.0, 69.0), (3.0, 517.0), (101.0, 482.0), (276.0, 666.0), (345.0, 560.0), (436.0, 619.0), (549.0, 329.0), (602.0, 68.0), (273.0, 105.0), (220.0, 307.0), (213.0, 639.0), (45.0, 549.0), (2.0, 897.0), (98.0, 711.0), (189.0, 739.0), (328.0, 489.0), (444.0, 428.0), (508.0, 31.0), (437.0, 601.0)]",92331,8,10799.2283728606,2769983
"[(643.0, 404.0), (330.0, 410.0), (278.0, 434.0), (371.0, 429.0), (528.0, 794.0), (573.0, 903.0), (494.0, 898.0), (493.0, 970.0), (921.0, 964.0), (704.0, 995.0), (898.0, 898.0), (938.0, 646.0), (901.0, 639.0), (761.0, 772.0), (730.0, 742.0), (964.0, 726.0), (837.0, 787.0), (908.0, 534.0), (929.0, 389.0), (862.0, 361.0), (875.0, 407.0), (951.0, 209.0), (897.0, 324.0), (774.0, 130.0), (708.0, 99.0), (684.0, 273.0), (628.0, 311.0), (796.0, 310.0), (724.0, 631.0), (758.0, 405.0), (501.0, 287.0), (116.0, 69.0), (3.0, 517.0), (101.0, 482.0), (276.0, 666.0), (345.0, 560.0), (436.0, 619.0), (549.0, 329.0), (602.0, 68.0), (273.0, 105.0), (220.0, 307.0), (213.0, 639.0), (45.0, 549.0), (2.0, 897.0), (98.0, 711.0), (189.0, 739.0), (328.0, 489.0), (444.0, 428.0), (508.0, 31.0), (437.0, 601.0)]",66259,9,10799.2283728606,1987817
"[(643.0, 404.0), (330.0, 410.0), (278.0, 434.0), (371.0, 429.0), (528.0, 794.0), (573.0, 903.0), (494.0, 898.0), (493.0, 970.0), (921.0, 964.0), (704.0, 995.0), (898.0, 898.0), (938.0, 646.0), (901.0, 639.0), (761.0, 772.0), (730.0, 742.0), (964.0, 726.0), (837.0, 787.0), (908.0, 534.0), (929.0, 389.0), (862.0, 361.0), (875.0, 407.0), (951.0, 209.0), (897.0, 324.0), (774.0, 130.0), (708.0, 99.0), (684.0, 273.0), (628.0, 311.0), (796.0, 310.0), (724.0, 631.0), (758.0, 405.0), (501.0, 287.0), (116.0, 69.0), (3.0, 517.0), (101.0, 482.0), (276.0, 666.0), (345.0, 560.0), (436.0, 619.0), (549.0, 329.0), (602.0, 68.0), (273.0, 105.0), (220.0, 307.0), (213.0, 639.0), (45.0, 549.0), (2.0, 897.0), (98.0, 711.0), (189.0, 739.0), (328.0, 489.0), (444.0, 428.0), (508.0, 31.0), (437.0, 601.0)]",70627,10,10799.2283728606,2118854
