pos,generation,rank,score,id
"[(273.0, 105.0), (116.0, 69.0), (101.0, 482.0), (220.0, 307.0), (45.0, 549.0), (3.0, 517.0), (213.0, 639.0), (98.0, 711.0), (2.0, 897.0), (493.0, 970.0), (704.0, 995.0), (494.0, 898.0), (528.0, 794.0), (573.0, 903.0), (898.0, 898.0), (921.0, 964.0), (837.0, 787.0), (964.0, 726.0), (938.0, 646.0), (761.0, 772.0), (730.0, 742.0), (508.0, 31.0), (708.0, 99.0), (774.0, 130.0), (501.0, 287.0), (444.0, 428.0), (724.0, 631.0), (628.0, 311.0), (684.0, 273.0), (278.0, 434.0), (549.0, 329.0), (602.0, 68.0), (437.0, 601.0), (901.0, 639.0), (897.0, 324.0), (371.0, 429.0), (189.0, 739.0), (276.0, 666.0), (758.0, 405.0), (875.0, 407.0), (796.0, 310.0), (862.0, 361.0), (951.0, 209.0), (908.0, 534.0), (436.0, 619.0), (929.0, 389.0), (328.0, 489.0), (643.0, 404.0), (330.0, 410.0), (345.0, 560.0)]",1063,1,13976.743462385806,63784
"[(704.0, 995.0), (494.0, 898.0), (573.0, 903.0), (898.0, 898.0), (921.0, 964.0), (837.0, 787.0), (964.0, 726.0), (938.0, 646.0), (761.0, 772.0), (730.0, 742.0), (437.0, 601.0), (602.0, 68.0), (273.0, 105.0), (116.0, 69.0), (101.0, 482.0), (220.0, 307.0), (45.0, 549.0), (3.0, 517.0), (213.0, 639.0), (98.0, 711.0), (2.0, 897.0), (493.0, 970.0), (278.0, 434.0), (371.0, 429.0), (929.0, 389.0), (908.0, 534.0), (862.0, 361.0), (724.0, 631.0), (708.0, 99.0), (796.0, 310.0), (951.0, 209.0), (643.0, 404.0), (330.0, 410.0), (189.0, 739.0), (528.0, 794.0), (436.0, 619.0), (328.0, 489.0), (508.0, 31.0), (549.0, 329.0), (444.0, 428.0), (276.0, 666.0), (345.0, 560.0), (875.0, 407.0), (501.0, 287.0), (901.0, 639.0), (758.0, 405.0), (897.0, 324.0), (774.0, 130.0), (628.0, 311.0), (684.0, 273.0)]",967,2,13997.893021665866,58049
"[(494.0, 898.0), (573.0, 903.0), (898.0, 898.0), (921.0, 964.0), (837.0, 787.0), (964.0, 726.0), (938.0, 646.0), (761.0, 772.0), (730.0, 742.0), (273.0, 105.0), (116.0, 69.0), (101.0, 482.0), (220.0, 307.0), (45.0, 549.0), (3.0, 517.0), (213.0, 639.0), (98.0, 711.0), (2.0, 897.0), (493.0, 970.0), (704.0, 995.0), (528.0, 794.0), (508.0, 31.0), (708.0, 99.0), (643.0, 404.0), (724.0, 631.0), (758.0, 405.0), (444.0, 428.0), (901.0, 639.0), (774.0, 130.0), (501.0, 287.0), (628.0, 311.0), (796.0, 310.0), (897.0, 324.0), (862.0, 361.0), (328.0, 489.0), (875.0, 407.0), (908.0, 534.0), (684.0, 273.0), (951.0, 209.0), (929.0, 389.0), (278.0, 434.0), (330.0, 410.0), (276.0, 666.0), (189.0, 739.0), (371.0, 429.0), (437.0, 601.0), (436.0, 619.0), (602.0, 68.0), (345.0, 560.0), (549.0, 329.0)]",1103,3,14199.228911158216,66185
"[(2.0, 897.0), (493.0, 970.0), (704.0, 995.0), (494.0, 898.0), (573.0, 903.0), (898.0, 898.0), (921.0, 964.0), (837.0, 787.0), (964.0, 726.0), (938.0, 646.0), (761.0, 772.0), (730.0, 742.0), (116.0, 69.0), (101.0, 482.0), (220.0, 307.0), (45.0, 549.0), (3.0, 517.0), (213.0, 639.0), (98.0, 711.0), (278.0, 434.0), (549.0, 329.0), (501.0, 287.0), (708.0, 99.0), (774.0, 130.0), (345.0, 560.0), (330.0, 410.0), (628.0, 311.0), (908.0, 534.0), (862.0, 361.0), (758.0, 405.0), (951.0, 209.0), (602.0, 68.0), (643.0, 404.0), (508.0, 31.0), (273.0, 105.0), (189.0, 739.0), (528.0, 794.0), (436.0, 619.0), (444.0, 428.0), (276.0, 666.0), (328.0, 489.0), (371.0, 429.0), (897.0, 324.0), (684.0, 273.0), (901.0, 639.0), (929.0, 389.0), (875.0, 407.0), (437.0, 601.0), (724.0, 631.0), (796.0, 310.0)]",1132,4,14249.935010780166,67915
"[(494.0, 898.0), (573.0, 903.0), (898.0, 898.0), (921.0, 964.0), (837.0, 787.0), (964.0, 726.0), (938.0, 646.0), (761.0, 772.0), (730.0, 742.0), (273.0, 105.0), (116.0, 69.0), (101.0, 482.0), (220.0, 307.0), (45.0, 549.0), (3.0, 517.0), (213.0, 639.0), (98.0, 711.0), (2.0, 897.0), (528.0, 794.0), (704.0, 995.0), (724.0, 631.0), (875.0, 407.0), (437.0, 601.0), (436.0, 619.0), (628.0, 311.0), (908.0, 534.0), (758.0, 405.0), (897.0, 324.0), (862.0, 361.0), (929.0, 389.0), (643.0, 404.0), (330.0, 410.0), (278.0, 434.0), (328.0, 489.0), (708.0, 99.0), (796.0, 310.0), (501.0, 287.0), (684.0, 273.0), (189.0, 739.0), (371.0, 429.0), (549.0, 329.0), (774.0, 130.0), (602.0, 68.0), (508.0, 31.0), (444.0, 428.0), (345.0, 560.0), (276.0, 666.0), (951.0, 209.0), (493.0, 970.0), (901.0, 639.0)]",900,5,14358.86840738775,53989
"[(45.0, 549.0), (3.0, 517.0), (213.0, 639.0), (98.0, 711.0), (2.0, 897.0), (493.0, 970.0), (704.0, 995.0), (494.0, 898.0), (528.0, 794.0), (573.0, 903.0), (898.0, 898.0), (921.0, 964.0), (837.0, 787.0), (964.0, 726.0), (938.0, 646.0), (761.0, 772.0), (730.0, 742.0), (508.0, 31.0), (708.0, 99.0), (774.0, 130.0), (501.0, 287.0), (444.0, 428.0), (724.0, 631.0), (628.0, 311.0), (278.0, 434.0), (330.0, 410.0), (437.0, 601.0), (901.0, 639.0), (758.0, 405.0), (796.0, 310.0), (549.0, 329.0), (436.0, 619.0), (220.0, 307.0), (345.0, 560.0), (908.0, 534.0), (684.0, 273.0), (371.0, 429.0), (951.0, 209.0), (897.0, 324.0), (643.0, 404.0), (328.0, 489.0), (101.0, 482.0), (276.0, 666.0), (189.0, 739.0), (875.0, 407.0), (929.0, 389.0), (273.0, 105.0), (116.0, 69.0), (602.0, 68.0), (862.0, 361.0)]",1167,6,14380.23362179702,70017
"[(98.0, 711.0), (2.0, 897.0), (436.0, 619.0), (493.0, 970.0), (528.0, 794.0), (704.0, 995.0), (494.0, 898.0), (573.0, 903.0), (898.0, 898.0), (921.0, 964.0), (837.0, 787.0), (964.0, 726.0), (938.0, 646.0), (761.0, 772.0), (730.0, 742.0), (273.0, 105.0), (116.0, 69.0), (101.0, 482.0), (220.0, 307.0), (45.0, 549.0), (3.0, 517.0), (213.0, 639.0), (628.0, 311.0), (951.0, 209.0), (774.0, 130.0), (708.0, 99.0), (602.0, 68.0), (758.0, 405.0), (901.0, 639.0), (278.0, 434.0), (501.0, 287.0), (796.0, 310.0), (328.0, 489.0), (437.0, 601.0), (684.0, 273.0), (276.0, 666.0), (345.0, 560.0), (875.0, 407.0), (724.0, 631.0), (189.0, 739.0), (862.0, 361.0), (908.0, 534.0), (897.0, 324.0), (929.0, 389.0), (643.0, 404.0), (508.0, 31.0), (549.0, 329.0), (371.0, 429.0), (330.0, 410.0), (444.0, 428.0)]",772,7,14443.258792235449,46337
"[(437.0, 601.0), (602.0, 68.0), (273.0, 105.0), (116.0, 69.0), (101.0, 482.0), (220.0, 307.0), (45.0, 549.0), (3.0, 517.0), (213.0, 639.0), (98.0, 711.0), (2.0, 897.0), (493.0, 970.0), (494.0, 898.0), (573.0, 903.0), (898.0, 898.0), (921.0, 964.0), (837.0, 787.0), (964.0, 726.0), (938.0, 646.0), (761.0, 772.0), (730.0, 742.0), (796.0, 310.0), (951.0, 209.0), (708.0, 99.0), (371.0, 429.0), (528.0, 794.0), (436.0, 619.0), (508.0, 31.0), (345.0, 560.0), (501.0, 287.0), (276.0, 666.0), (724.0, 631.0), (908.0, 534.0), (901.0, 639.0), (875.0, 407.0), (189.0, 739.0), (330.0, 410.0), (278.0, 434.0), (643.0, 404.0), (774.0, 130.0), (684.0, 273.0), (929.0, 389.0), (704.0, 995.0), (897.0, 324.0), (628.0, 311.0), (862.0, 361.0), (758.0, 405.0), (328.0, 489.0), (444.0, 428.0), (549.0, 329.0)]",972,8,14454.643780475017,58348
"[(436.0, 619.0), (493.0, 970.0), (528.0, 794.0), (573.0, 903.0), (898.0, 898.0), (921.0, 964.0), (837.0, 787.0), (964.0, 726.0), (938.0, 646.0), (761.0, 772.0), (908.0, 534.0), (189.0, 739.0), (273.0, 105.0), (116.0, 69.0), (101.0, 482.0), (220.0, 307.0), (45.0, 549.0), (3.0, 517.0), (213.0, 639.0), (98.0, 711.0), (2.0, 897.0), (704.0, 995.0), (724.0, 631.0), (371.0, 429.0), (444.0, 428.0), (774.0, 130.0), (708.0, 99.0), (897.0, 324.0), (901.0, 639.0), (862.0, 361.0), (796.0, 310.0), (758.0, 405.0), (951.0, 209.0), (330.0, 410.0), (437.0, 601.0), (278.0, 434.0), (602.0, 68.0), (875.0, 407.0), (929.0, 389.0), (643.0, 404.0), (549.0, 329.0), (684.0, 273.0), (508.0, 31.0), (345.0, 560.0), (494.0, 898.0), (730.0, 742.0), (501.0, 287.0), (328.0, 489.0), (276.0, 666.0), (628.0, 311.0)]",1025,9,14463.540831501501,61531
"[(213.0, 639.0), (98.0, 711.0), (2.0, 897.0), (493.0, 970.0), (704.0, 995.0), (494.0, 898.0), (436.0, 619.0), (528.0, 794.0), (573.0, 903.0), (898.0, 898.0), (921.0, 964.0), (837.0, 787.0), (761.0, 772.0), (730.0, 742.0), (437.0, 601.0), (602.0, 68.0), (273.0, 105.0), (116.0, 69.0), (101.0, 482.0), (220.0, 307.0), (45.0, 549.0), (3.0, 517.0), (501.0, 287.0), (758.0, 405.0), (345.0, 560.0), (371.0, 429.0), (724.0, 631.0), (549.0, 329.0), (189.0, 739.0), (328.0, 489.0), (330.0, 410.0), (901.0, 639.0), (708.0, 99.0), (444.0, 428.0), (908.0, 534.0), (938.0, 646.0), (628.0, 311.0), (774.0, 130.0), (508.0, 31.0), (897.0, 324.0), (875.0, 407.0), (862.0, 361.0), (929.0, 389.0), (964.0, 726.0), (796.0, 310.0), (951.0, 209.0), (684.0, 273.0), (643.0, 404.0), (278.0, 434.0), (276.0, 666.0)]",1060,10,14470.007482180235,63624
