pos,generation,rank,score
"[(796.0, 310.0), (897.0, 324.0), (875.0, 407.0), (494.0, 898.0), (278.0, 434.0), (501.0, 287.0), (549.0, 329.0), (276.0, 666.0), (898.0, 898.0), (704.0, 995.0), (508.0, 31.0), (116.0, 69.0), (929.0, 389.0), (774.0, 130.0), (684.0, 273.0), (708.0, 99.0), (437.0, 601.0), (328.0, 489.0), (220.0, 307.0), (3.0, 517.0), (758.0, 405.0), (964.0, 726.0), (901.0, 639.0), (908.0, 534.0), (98.0, 711.0), (213.0, 639.0), (45.0, 549.0), (101.0, 482.0), (862.0, 361.0), (444.0, 428.0), (837.0, 787.0), (493.0, 970.0), (724.0, 631.0), (761.0, 772.0), (921.0, 964.0), (2.0, 897.0), (628.0, 311.0), (436.0, 619.0), (602.0, 68.0), (273.0, 105.0), (951.0, 209.0), (938.0, 646.0), (528.0, 794.0), (573.0, 903.0), (330.0, 410.0), (371.0, 429.0), (730.0, 742.0), (643.0, 404.0), (345.0, 560.0), (189.0, 739.0)]",5,21,20089.56148471959
"[(573.0, 903.0), (837.0, 787.0), (774.0, 130.0), (643.0, 404.0), (901.0, 639.0), (929.0, 389.0), (602.0, 68.0), (508.0, 31.0), (761.0, 772.0), (724.0, 631.0), (276.0, 666.0), (494.0, 898.0), (549.0, 329.0), (444.0, 428.0), (330.0, 410.0), (273.0, 105.0), (116.0, 69.0), (220.0, 307.0), (2.0, 897.0), (101.0, 482.0), (345.0, 560.0), (3.0, 517.0), (213.0, 639.0), (758.0, 405.0), (278.0, 434.0), (897.0, 324.0), (528.0, 794.0), (328.0, 489.0), (45.0, 549.0), (862.0, 361.0), (964.0, 726.0), (628.0, 311.0), (796.0, 310.0), (730.0, 742.0), (908.0, 534.0), (684.0, 273.0), (189.0, 739.0), (98.0, 711.0), (371.0, 429.0), (921.0, 964.0), (704.0, 995.0), (436.0, 619.0), (501.0, 287.0), (951.0, 209.0), (708.0, 99.0), (938.0, 646.0), (898.0, 898.0), (875.0, 407.0), (493.0, 970.0), (437.0, 601.0)]",35,22,20098.236831796414
"[(704.0, 995.0), (875.0, 407.0), (964.0, 726.0), (921.0, 964.0), (278.0, 434.0), (116.0, 69.0), (330.0, 410.0), (501.0, 287.0), (437.0, 601.0), (273.0, 105.0), (508.0, 31.0), (774.0, 130.0), (189.0, 739.0), (2.0, 897.0), (3.0, 517.0), (45.0, 549.0), (938.0, 646.0), (730.0, 742.0), (573.0, 903.0), (493.0, 970.0), (724.0, 631.0), (628.0, 311.0), (862.0, 361.0), (796.0, 310.0), (276.0, 666.0), (549.0, 329.0), (951.0, 209.0), (371.0, 429.0), (761.0, 772.0), (602.0, 68.0), (528.0, 794.0), (708.0, 99.0), (494.0, 898.0), (98.0, 711.0), (758.0, 405.0), (929.0, 389.0), (897.0, 324.0), (908.0, 534.0), (220.0, 307.0), (444.0, 428.0), (684.0, 273.0), (643.0, 404.0), (898.0, 898.0), (837.0, 787.0), (901.0, 639.0), (345.0, 560.0), (213.0, 639.0), (328.0, 489.0), (101.0, 482.0), (436.0, 619.0)]",34,23,20099.39899669702
"[(330.0, 410.0), (501.0, 287.0), (437.0, 601.0), (273.0, 105.0), (508.0, 31.0), (774.0, 130.0), (796.0, 310.0), (724.0, 631.0), (493.0, 970.0), (573.0, 903.0), (929.0, 389.0), (45.0, 549.0), (101.0, 482.0), (276.0, 666.0), (189.0, 739.0), (2.0, 897.0), (3.0, 517.0), (938.0, 646.0), (730.0, 742.0), (628.0, 311.0), (875.0, 407.0), (684.0, 273.0), (528.0, 794.0), (951.0, 209.0), (444.0, 428.0), (901.0, 639.0), (758.0, 405.0), (761.0, 772.0), (898.0, 898.0), (921.0, 964.0), (897.0, 324.0), (908.0, 534.0), (436.0, 619.0), (371.0, 429.0), (643.0, 404.0), (708.0, 99.0), (549.0, 329.0), (837.0, 787.0), (213.0, 639.0), (116.0, 69.0), (602.0, 68.0), (494.0, 898.0), (964.0, 726.0), (220.0, 307.0), (345.0, 560.0), (278.0, 434.0), (328.0, 489.0), (98.0, 711.0), (704.0, 995.0), (862.0, 361.0)]",44,24,20099.96150829038
"[(494.0, 898.0), (345.0, 560.0), (724.0, 631.0), (371.0, 429.0), (278.0, 434.0), (921.0, 964.0), (898.0, 898.0), (908.0, 534.0), (951.0, 209.0), (704.0, 995.0), (730.0, 742.0), (761.0, 772.0), (116.0, 69.0), (220.0, 307.0), (2.0, 897.0), (101.0, 482.0), (3.0, 517.0), (213.0, 639.0), (437.0, 601.0), (602.0, 68.0), (964.0, 726.0), (643.0, 404.0), (444.0, 428.0), (436.0, 619.0), (501.0, 287.0), (273.0, 105.0), (328.0, 489.0), (189.0, 739.0), (98.0, 711.0), (708.0, 99.0), (774.0, 130.0), (837.0, 787.0), (684.0, 273.0), (929.0, 389.0), (549.0, 329.0), (938.0, 646.0), (45.0, 549.0), (897.0, 324.0), (628.0, 311.0), (875.0, 407.0), (508.0, 31.0), (862.0, 361.0), (796.0, 310.0), (758.0, 405.0), (528.0, 794.0), (901.0, 639.0), (493.0, 970.0), (573.0, 903.0), (330.0, 410.0), (276.0, 666.0)]",48,25,20142.783137961243
"[(276.0, 666.0), (436.0, 619.0), (328.0, 489.0), (278.0, 434.0), (628.0, 311.0), (508.0, 31.0), (220.0, 307.0), (444.0, 428.0), (938.0, 646.0), (116.0, 69.0), (602.0, 68.0), (213.0, 639.0), (189.0, 739.0), (2.0, 897.0), (3.0, 517.0), (45.0, 549.0), (730.0, 742.0), (573.0, 903.0), (493.0, 970.0), (724.0, 631.0), (371.0, 429.0), (704.0, 995.0), (494.0, 898.0), (898.0, 898.0), (758.0, 405.0), (528.0, 794.0), (643.0, 404.0), (951.0, 209.0), (761.0, 772.0), (684.0, 273.0), (908.0, 534.0), (98.0, 711.0), (101.0, 482.0), (796.0, 310.0), (862.0, 361.0), (437.0, 601.0), (345.0, 560.0), (897.0, 324.0), (837.0, 787.0), (929.0, 389.0), (774.0, 130.0), (708.0, 99.0), (273.0, 105.0), (549.0, 329.0), (875.0, 407.0), (964.0, 726.0), (901.0, 639.0), (330.0, 410.0), (921.0, 964.0), (501.0, 287.0)]",43,26,20144.109152478253
"[(796.0, 310.0), (116.0, 69.0), (774.0, 130.0), (643.0, 404.0), (708.0, 99.0), (602.0, 68.0), (921.0, 964.0), (761.0, 772.0), (929.0, 389.0), (908.0, 534.0), (875.0, 407.0), (897.0, 324.0), (837.0, 787.0), (898.0, 898.0), (101.0, 482.0), (330.0, 410.0), (276.0, 666.0), (189.0, 739.0), (2.0, 897.0), (3.0, 517.0), (45.0, 549.0), (938.0, 646.0), (730.0, 742.0), (573.0, 903.0), (345.0, 560.0), (704.0, 995.0), (213.0, 639.0), (328.0, 489.0), (684.0, 273.0), (628.0, 311.0), (862.0, 361.0), (371.0, 429.0), (501.0, 287.0), (549.0, 329.0), (437.0, 601.0), (758.0, 405.0), (220.0, 307.0), (436.0, 619.0), (98.0, 711.0), (273.0, 105.0), (724.0, 631.0), (901.0, 639.0), (444.0, 428.0), (493.0, 970.0), (494.0, 898.0), (964.0, 726.0), (508.0, 31.0), (528.0, 794.0), (951.0, 209.0), (278.0, 434.0)]",32,27,20152.595254376494
"[(98.0, 711.0), (213.0, 639.0), (45.0, 549.0), (345.0, 560.0), (276.0, 666.0), (189.0, 739.0), (2.0, 897.0), (3.0, 517.0), (938.0, 646.0), (730.0, 742.0), (573.0, 903.0), (328.0, 489.0), (501.0, 287.0), (684.0, 273.0), (951.0, 209.0), (898.0, 898.0), (704.0, 995.0), (528.0, 794.0), (837.0, 787.0), (761.0, 772.0), (708.0, 99.0), (602.0, 68.0), (921.0, 964.0), (908.0, 534.0), (273.0, 105.0), (964.0, 726.0), (724.0, 631.0), (643.0, 404.0), (875.0, 407.0), (116.0, 69.0), (796.0, 310.0), (549.0, 329.0), (436.0, 619.0), (371.0, 429.0), (774.0, 130.0), (929.0, 389.0), (508.0, 31.0), (628.0, 311.0), (220.0, 307.0), (101.0, 482.0), (758.0, 405.0), (897.0, 324.0), (493.0, 970.0), (862.0, 361.0), (330.0, 410.0), (494.0, 898.0), (901.0, 639.0), (437.0, 601.0), (444.0, 428.0), (278.0, 434.0)]",48,28,20160.175831412405
"[(273.0, 105.0), (213.0, 639.0), (220.0, 307.0), (549.0, 329.0), (101.0, 482.0), (189.0, 739.0), (436.0, 619.0), (493.0, 970.0), (528.0, 794.0), (2.0, 897.0), (98.0, 711.0), (875.0, 407.0), (501.0, 287.0), (508.0, 31.0), (684.0, 273.0), (929.0, 389.0), (964.0, 726.0), (901.0, 639.0), (328.0, 489.0), (45.0, 549.0), (602.0, 68.0), (330.0, 410.0), (573.0, 903.0), (862.0, 361.0), (643.0, 404.0), (116.0, 69.0), (437.0, 601.0), (494.0, 898.0), (345.0, 560.0), (724.0, 631.0), (371.0, 429.0), (278.0, 434.0), (921.0, 964.0), (898.0, 898.0), (908.0, 534.0), (951.0, 209.0), (704.0, 995.0), (730.0, 742.0), (761.0, 772.0), (897.0, 324.0), (758.0, 405.0), (628.0, 311.0), (708.0, 99.0), (796.0, 310.0), (774.0, 130.0), (938.0, 646.0), (444.0, 428.0), (276.0, 666.0), (837.0, 787.0), (3.0, 517.0)]",41,29,20162.206361600325
"[(220.0, 307.0), (2.0, 897.0), (101.0, 482.0), (3.0, 517.0), (213.0, 639.0), (437.0, 601.0), (602.0, 68.0), (951.0, 209.0), (964.0, 726.0), (643.0, 404.0), (444.0, 428.0), (501.0, 287.0), (724.0, 631.0), (921.0, 964.0), (704.0, 995.0), (493.0, 970.0), (929.0, 389.0), (862.0, 361.0), (549.0, 329.0), (708.0, 99.0), (901.0, 639.0), (908.0, 534.0), (98.0, 711.0), (45.0, 549.0), (345.0, 560.0), (761.0, 772.0), (328.0, 489.0), (758.0, 405.0), (528.0, 794.0), (494.0, 898.0), (278.0, 434.0), (276.0, 666.0), (774.0, 130.0), (371.0, 429.0), (436.0, 619.0), (730.0, 742.0), (796.0, 310.0), (898.0, 898.0), (508.0, 31.0), (330.0, 410.0), (628.0, 311.0), (116.0, 69.0), (273.0, 105.0), (684.0, 273.0), (573.0, 903.0), (189.0, 739.0), (875.0, 407.0), (897.0, 324.0), (837.0, 787.0), (938.0, 646.0)]",42,30,20205.063194755305
"[(508.0, 31.0), (774.0, 130.0), (796.0, 310.0), (724.0, 631.0), (921.0, 964.0), (704.0, 995.0), (493.0, 970.0), (929.0, 389.0), (862.0, 361.0), (549.0, 329.0), (444.0, 428.0), (708.0, 99.0), (901.0, 639.0), (908.0, 534.0), (98.0, 711.0), (213.0, 639.0), (45.0, 549.0), (101.0, 482.0), (2.0, 897.0), (897.0, 324.0), (837.0, 787.0), (730.0, 742.0), (628.0, 311.0), (494.0, 898.0), (573.0, 903.0), (643.0, 404.0), (602.0, 68.0), (278.0, 434.0), (528.0, 794.0), (116.0, 69.0), (964.0, 726.0), (898.0, 898.0), (328.0, 489.0), (371.0, 429.0), (938.0, 646.0), (3.0, 517.0), (684.0, 273.0), (330.0, 410.0), (437.0, 601.0), (345.0, 560.0), (436.0, 619.0), (276.0, 666.0), (761.0, 772.0), (875.0, 407.0), (951.0, 209.0), (758.0, 405.0), (501.0, 287.0), (220.0, 307.0), (189.0, 739.0), (273.0, 105.0)]",26,31,20222.67588119626
"[(837.0, 787.0), (898.0, 898.0), (101.0, 482.0), (330.0, 410.0), (276.0, 666.0), (189.0, 739.0), (2.0, 897.0), (3.0, 517.0), (45.0, 549.0), (938.0, 646.0), (730.0, 742.0), (573.0, 903.0), (628.0, 311.0), (875.0, 407.0), (508.0, 31.0), (774.0, 130.0), (796.0, 310.0), (724.0, 631.0), (921.0, 964.0), (704.0, 995.0), (493.0, 970.0), (929.0, 389.0), (862.0, 361.0), (549.0, 329.0), (444.0, 428.0), (708.0, 99.0), (684.0, 273.0), (328.0, 489.0), (761.0, 772.0), (602.0, 68.0), (501.0, 287.0), (528.0, 794.0), (964.0, 726.0), (951.0, 209.0), (437.0, 601.0), (273.0, 105.0), (908.0, 534.0), (436.0, 619.0), (371.0, 429.0), (220.0, 307.0), (98.0, 711.0), (901.0, 639.0), (758.0, 405.0), (494.0, 898.0), (213.0, 639.0), (643.0, 404.0), (897.0, 324.0), (278.0, 434.0), (345.0, 560.0), (116.0, 69.0)]",21,32,20229.6067825173
"[(493.0, 970.0), (573.0, 903.0), (929.0, 389.0), (45.0, 549.0), (101.0, 482.0), (3.0, 517.0), (2.0, 897.0), (276.0, 666.0), (436.0, 619.0), (328.0, 489.0), (278.0, 434.0), (628.0, 311.0), (508.0, 31.0), (220.0, 307.0), (444.0, 428.0), (938.0, 646.0), (116.0, 69.0), (602.0, 68.0), (213.0, 639.0), (345.0, 560.0), (494.0, 898.0), (908.0, 534.0), (862.0, 361.0), (189.0, 739.0), (98.0, 711.0), (501.0, 287.0), (761.0, 772.0), (898.0, 898.0), (774.0, 130.0), (796.0, 310.0), (837.0, 787.0), (964.0, 726.0), (730.0, 742.0), (901.0, 639.0), (708.0, 99.0), (921.0, 964.0), (371.0, 429.0), (643.0, 404.0), (437.0, 601.0), (704.0, 995.0), (528.0, 794.0), (273.0, 105.0), (724.0, 631.0), (758.0, 405.0), (897.0, 324.0), (875.0, 407.0), (684.0, 273.0), (330.0, 410.0), (951.0, 209.0), (549.0, 329.0)]",34,33,20241.988217353777
"[(774.0, 130.0), (796.0, 310.0), (724.0, 631.0), (493.0, 970.0), (573.0, 903.0), (929.0, 389.0), (898.0, 898.0), (436.0, 619.0), (213.0, 639.0), (276.0, 666.0), (602.0, 68.0), (862.0, 361.0), (101.0, 482.0), (330.0, 410.0), (189.0, 739.0), (2.0, 897.0), (3.0, 517.0), (45.0, 549.0), (938.0, 646.0), (730.0, 742.0), (98.0, 711.0), (684.0, 273.0), (758.0, 405.0), (951.0, 209.0), (837.0, 787.0), (220.0, 307.0), (444.0, 428.0), (875.0, 407.0), (501.0, 287.0), (116.0, 69.0), (901.0, 639.0), (708.0, 99.0), (371.0, 429.0), (328.0, 489.0), (278.0, 434.0), (345.0, 560.0), (494.0, 898.0), (761.0, 772.0), (704.0, 995.0), (528.0, 794.0), (273.0, 105.0), (437.0, 601.0), (921.0, 964.0), (964.0, 726.0), (643.0, 404.0), (508.0, 31.0), (549.0, 329.0), (897.0, 324.0), (908.0, 534.0), (628.0, 311.0)]",31,34,20250.56370942744
"[(330.0, 410.0), (276.0, 666.0), (189.0, 739.0), (2.0, 897.0), (3.0, 517.0), (45.0, 549.0), (938.0, 646.0), (730.0, 742.0), (573.0, 903.0), (493.0, 970.0), (724.0, 631.0), (371.0, 429.0), (278.0, 434.0), (628.0, 311.0), (684.0, 273.0), (704.0, 995.0), (951.0, 209.0), (964.0, 726.0), (908.0, 534.0), (875.0, 407.0), (897.0, 324.0), (494.0, 898.0), (898.0, 898.0), (921.0, 964.0), (213.0, 639.0), (758.0, 405.0), (444.0, 428.0), (643.0, 404.0), (708.0, 99.0), (929.0, 389.0), (508.0, 31.0), (528.0, 794.0), (796.0, 310.0), (436.0, 619.0), (774.0, 130.0), (901.0, 639.0), (328.0, 489.0), (437.0, 601.0), (501.0, 287.0), (116.0, 69.0), (220.0, 307.0), (98.0, 711.0), (549.0, 329.0), (602.0, 68.0), (862.0, 361.0), (837.0, 787.0), (345.0, 560.0), (761.0, 772.0), (273.0, 105.0), (101.0, 482.0)]",27,35,20250.675344965293
"[(213.0, 639.0), (220.0, 307.0), (549.0, 329.0), (101.0, 482.0), (189.0, 739.0), (436.0, 619.0), (493.0, 970.0), (2.0, 897.0), (98.0, 711.0), (758.0, 405.0), (796.0, 310.0), (708.0, 99.0), (444.0, 428.0), (901.0, 639.0), (908.0, 534.0), (45.0, 549.0), (345.0, 560.0), (276.0, 666.0), (3.0, 517.0), (528.0, 794.0), (494.0, 898.0), (602.0, 68.0), (964.0, 726.0), (730.0, 742.0), (328.0, 489.0), (643.0, 404.0), (273.0, 105.0), (761.0, 772.0), (371.0, 429.0), (437.0, 601.0), (330.0, 410.0), (116.0, 69.0), (684.0, 273.0), (501.0, 287.0), (837.0, 787.0), (938.0, 646.0), (278.0, 434.0), (704.0, 995.0), (724.0, 631.0), (898.0, 898.0), (921.0, 964.0), (929.0, 389.0), (508.0, 31.0), (774.0, 130.0), (628.0, 311.0), (951.0, 209.0), (862.0, 361.0), (897.0, 324.0), (573.0, 903.0), (875.0, 407.0)]",45,36,20259.50688408722
"[(116.0, 69.0), (273.0, 105.0), (213.0, 639.0), (220.0, 307.0), (549.0, 329.0), (101.0, 482.0), (189.0, 739.0), (436.0, 619.0), (493.0, 970.0), (528.0, 794.0), (2.0, 897.0), (98.0, 711.0), (875.0, 407.0), (437.0, 601.0), (328.0, 489.0), (3.0, 517.0), (758.0, 405.0), (964.0, 726.0), (901.0, 639.0), (908.0, 534.0), (602.0, 68.0), (730.0, 742.0), (708.0, 99.0), (774.0, 130.0), (724.0, 631.0), (494.0, 898.0), (938.0, 646.0), (761.0, 772.0), (951.0, 209.0), (897.0, 324.0), (628.0, 311.0), (898.0, 898.0), (921.0, 964.0), (573.0, 903.0), (330.0, 410.0), (796.0, 310.0), (501.0, 287.0), (837.0, 787.0), (704.0, 995.0), (684.0, 273.0), (862.0, 361.0), (45.0, 549.0), (276.0, 666.0), (444.0, 428.0), (929.0, 389.0), (371.0, 429.0), (345.0, 560.0), (643.0, 404.0), (278.0, 434.0), (508.0, 31.0)]",27,37,20290.217371640105
"[(724.0, 631.0), (494.0, 898.0), (938.0, 646.0), (761.0, 772.0), (951.0, 209.0), (897.0, 324.0), (628.0, 311.0), (898.0, 898.0), (921.0, 964.0), (573.0, 903.0), (330.0, 410.0), (796.0, 310.0), (328.0, 489.0), (45.0, 549.0), (273.0, 105.0), (908.0, 534.0), (444.0, 428.0), (549.0, 329.0), (437.0, 601.0), (837.0, 787.0), (189.0, 739.0), (2.0, 897.0), (602.0, 68.0), (508.0, 31.0), (643.0, 404.0), (758.0, 405.0), (862.0, 361.0), (213.0, 639.0), (276.0, 666.0), (98.0, 711.0), (493.0, 970.0), (345.0, 560.0), (774.0, 130.0), (901.0, 639.0), (730.0, 742.0), (929.0, 389.0), (371.0, 429.0), (3.0, 517.0), (101.0, 482.0), (501.0, 287.0), (708.0, 99.0), (684.0, 273.0), (220.0, 307.0), (116.0, 69.0), (875.0, 407.0), (704.0, 995.0), (436.0, 619.0), (964.0, 726.0), (528.0, 794.0), (278.0, 434.0)]",34,38,20305.984223014944
"[(774.0, 130.0), (643.0, 404.0), (708.0, 99.0), (602.0, 68.0), (921.0, 964.0), (761.0, 772.0), (929.0, 389.0), (908.0, 534.0), (875.0, 407.0), (897.0, 324.0), (837.0, 787.0), (898.0, 898.0), (796.0, 310.0), (724.0, 631.0), (493.0, 970.0), (573.0, 903.0), (45.0, 549.0), (101.0, 482.0), (276.0, 666.0), (189.0, 739.0), (2.0, 897.0), (3.0, 517.0), (437.0, 601.0), (901.0, 639.0), (501.0, 287.0), (951.0, 209.0), (862.0, 361.0), (330.0, 410.0), (116.0, 69.0), (508.0, 31.0), (704.0, 995.0), (98.0, 711.0), (684.0, 273.0), (328.0, 489.0), (528.0, 794.0), (220.0, 307.0), (436.0, 619.0), (628.0, 311.0), (730.0, 742.0), (549.0, 329.0), (273.0, 105.0), (371.0, 429.0), (444.0, 428.0), (938.0, 646.0), (494.0, 898.0), (345.0, 560.0), (964.0, 726.0), (278.0, 434.0), (213.0, 639.0), (758.0, 405.0)]",48,39,20356.93283438739
"[(276.0, 666.0), (189.0, 739.0), (2.0, 897.0), (3.0, 517.0), (45.0, 549.0), (938.0, 646.0), (730.0, 742.0), (573.0, 903.0), (493.0, 970.0), (901.0, 639.0), (643.0, 404.0), (328.0, 489.0), (724.0, 631.0), (371.0, 429.0), (278.0, 434.0), (628.0, 311.0), (684.0, 273.0), (704.0, 995.0), (951.0, 209.0), (964.0, 726.0), (908.0, 534.0), (875.0, 407.0), (796.0, 310.0), (213.0, 639.0), (101.0, 482.0), (774.0, 130.0), (508.0, 31.0), (116.0, 69.0), (929.0, 389.0), (758.0, 405.0), (837.0, 787.0), (921.0, 964.0), (898.0, 898.0), (602.0, 68.0), (436.0, 619.0), (897.0, 324.0), (273.0, 105.0), (444.0, 428.0), (220.0, 307.0), (330.0, 410.0), (501.0, 287.0), (345.0, 560.0), (862.0, 361.0), (494.0, 898.0), (549.0, 329.0), (437.0, 601.0), (528.0, 794.0), (708.0, 99.0), (761.0, 772.0), (98.0, 711.0)]",30,40,20364.92209763322
"[(330.0, 410.0), (501.0, 287.0), (437.0, 601.0), (273.0, 105.0), (508.0, 31.0), (774.0, 130.0), (189.0, 739.0), (2.0, 897.0), (3.0, 517.0), (45.0, 549.0), (938.0, 646.0), (730.0, 742.0), (573.0, 903.0), (493.0, 970.0), (643.0, 404.0), (724.0, 631.0), (276.0, 666.0), (494.0, 898.0), (929.0, 389.0), (862.0, 361.0), (796.0, 310.0), (549.0, 329.0), (761.0, 772.0), (371.0, 429.0), (758.0, 405.0), (345.0, 560.0), (278.0, 434.0), (951.0, 209.0), (964.0, 726.0), (684.0, 273.0), (602.0, 68.0), (116.0, 69.0), (628.0, 311.0), (898.0, 898.0), (444.0, 428.0), (921.0, 964.0), (908.0, 534.0), (901.0, 639.0), (704.0, 995.0), (837.0, 787.0), (98.0, 711.0), (708.0, 99.0), (101.0, 482.0), (220.0, 307.0), (213.0, 639.0), (436.0, 619.0), (528.0, 794.0), (328.0, 489.0), (875.0, 407.0), (897.0, 324.0)]",50,41,20371.054460213938
"[(573.0, 903.0), (493.0, 970.0), (444.0, 428.0), (273.0, 105.0), (371.0, 429.0), (328.0, 489.0), (278.0, 434.0), (345.0, 560.0), (494.0, 898.0), (761.0, 772.0), (704.0, 995.0), (528.0, 794.0), (549.0, 329.0), (330.0, 410.0), (116.0, 69.0), (220.0, 307.0), (2.0, 897.0), (101.0, 482.0), (3.0, 517.0), (213.0, 639.0), (758.0, 405.0), (938.0, 646.0), (929.0, 389.0), (908.0, 534.0), (897.0, 324.0), (951.0, 209.0), (901.0, 639.0), (45.0, 549.0), (189.0, 739.0), (724.0, 631.0), (898.0, 898.0), (602.0, 68.0), (862.0, 361.0), (436.0, 619.0), (921.0, 964.0), (708.0, 99.0), (730.0, 742.0), (437.0, 601.0), (837.0, 787.0), (508.0, 31.0), (501.0, 287.0), (796.0, 310.0), (643.0, 404.0), (98.0, 711.0), (684.0, 273.0), (276.0, 666.0), (875.0, 407.0), (774.0, 130.0), (628.0, 311.0), (964.0, 726.0)]",44,42,20386.54706423646
"[(921.0, 964.0), (278.0, 434.0), (116.0, 69.0), (330.0, 410.0), (501.0, 287.0), (437.0, 601.0), (273.0, 105.0), (508.0, 31.0), (774.0, 130.0), (189.0, 739.0), (2.0, 897.0), (3.0, 517.0), (220.0, 307.0), (758.0, 405.0), (964.0, 726.0), (901.0, 639.0), (908.0, 534.0), (98.0, 711.0), (213.0, 639.0), (45.0, 549.0), (101.0, 482.0), (862.0, 361.0), (444.0, 428.0), (276.0, 666.0), (724.0, 631.0), (328.0, 489.0), (628.0, 311.0), (837.0, 787.0), (730.0, 742.0), (494.0, 898.0), (929.0, 389.0), (938.0, 646.0), (704.0, 995.0), (761.0, 772.0), (643.0, 404.0), (493.0, 970.0), (796.0, 310.0), (898.0, 898.0), (436.0, 619.0), (345.0, 560.0), (549.0, 329.0), (602.0, 68.0), (875.0, 407.0), (708.0, 99.0), (897.0, 324.0), (951.0, 209.0), (573.0, 903.0), (684.0, 273.0), (371.0, 429.0), (528.0, 794.0)]",43,43,20396.858309544445
"[(758.0, 405.0), (929.0, 389.0), (897.0, 324.0), (908.0, 534.0), (220.0, 307.0), (444.0, 428.0), (684.0, 273.0), (643.0, 404.0), (898.0, 898.0), (837.0, 787.0), (901.0, 639.0), (345.0, 560.0), (276.0, 666.0), (189.0, 739.0), (2.0, 897.0), (3.0, 517.0), (45.0, 549.0), (938.0, 646.0), (730.0, 742.0), (573.0, 903.0), (704.0, 995.0), (213.0, 639.0), (328.0, 489.0), (724.0, 631.0), (116.0, 69.0), (964.0, 726.0), (921.0, 964.0), (101.0, 482.0), (330.0, 410.0), (436.0, 619.0), (951.0, 209.0), (508.0, 31.0), (493.0, 970.0), (708.0, 99.0), (602.0, 68.0), (278.0, 434.0), (98.0, 711.0), (371.0, 429.0), (862.0, 361.0), (774.0, 130.0), (549.0, 329.0), (494.0, 898.0), (875.0, 407.0), (501.0, 287.0), (273.0, 105.0), (628.0, 311.0), (437.0, 601.0), (761.0, 772.0), (796.0, 310.0), (528.0, 794.0)]",35,44,20402.01874463118
"[(45.0, 549.0), (938.0, 646.0), (730.0, 742.0), (573.0, 903.0), (493.0, 970.0), (444.0, 428.0), (273.0, 105.0), (371.0, 429.0), (328.0, 489.0), (278.0, 434.0), (345.0, 560.0), (494.0, 898.0), (330.0, 410.0), (276.0, 666.0), (116.0, 69.0), (220.0, 307.0), (2.0, 897.0), (101.0, 482.0), (3.0, 517.0), (213.0, 639.0), (708.0, 99.0), (901.0, 639.0), (898.0, 898.0), (437.0, 601.0), (643.0, 404.0), (508.0, 31.0), (189.0, 739.0), (549.0, 329.0), (964.0, 726.0), (796.0, 310.0), (897.0, 324.0), (436.0, 619.0), (628.0, 311.0), (501.0, 287.0), (908.0, 534.0), (724.0, 631.0), (761.0, 772.0), (862.0, 361.0), (929.0, 389.0), (758.0, 405.0), (774.0, 130.0), (921.0, 964.0), (837.0, 787.0), (951.0, 209.0), (98.0, 711.0), (602.0, 68.0), (684.0, 273.0), (528.0, 794.0), (704.0, 995.0), (875.0, 407.0)]",35,45,20403.23239942582
"[(276.0, 666.0), (494.0, 898.0), (549.0, 329.0), (444.0, 428.0), (330.0, 410.0), (273.0, 105.0), (116.0, 69.0), (220.0, 307.0), (2.0, 897.0), (101.0, 482.0), (345.0, 560.0), (3.0, 517.0), (602.0, 68.0), (508.0, 31.0), (643.0, 404.0), (758.0, 405.0), (862.0, 361.0), (213.0, 639.0), (98.0, 711.0), (493.0, 970.0), (774.0, 130.0), (901.0, 639.0), (45.0, 549.0), (328.0, 489.0), (898.0, 898.0), (897.0, 324.0), (708.0, 99.0), (371.0, 429.0), (951.0, 209.0), (704.0, 995.0), (730.0, 742.0), (761.0, 772.0), (628.0, 311.0), (929.0, 389.0), (278.0, 434.0), (436.0, 619.0), (437.0, 601.0), (684.0, 273.0), (189.0, 739.0), (908.0, 534.0), (501.0, 287.0), (796.0, 310.0), (528.0, 794.0), (724.0, 631.0), (573.0, 903.0), (837.0, 787.0), (875.0, 407.0), (964.0, 726.0), (938.0, 646.0), (921.0, 964.0)]",38,46,20412.015572320557
"[(921.0, 964.0), (704.0, 995.0), (493.0, 970.0), (573.0, 903.0), (929.0, 389.0), (602.0, 68.0), (862.0, 361.0), (761.0, 772.0), (908.0, 534.0), (758.0, 405.0), (643.0, 404.0), (951.0, 209.0), (98.0, 711.0), (45.0, 549.0), (897.0, 324.0), (837.0, 787.0), (730.0, 742.0), (628.0, 311.0), (875.0, 407.0), (508.0, 31.0), (774.0, 130.0), (796.0, 310.0), (371.0, 429.0), (724.0, 631.0), (501.0, 287.0), (964.0, 726.0), (901.0, 639.0), (328.0, 489.0), (549.0, 329.0), (444.0, 428.0), (330.0, 410.0), (273.0, 105.0), (276.0, 666.0), (116.0, 69.0), (220.0, 307.0), (2.0, 897.0), (101.0, 482.0), (345.0, 560.0), (3.0, 517.0), (213.0, 639.0), (708.0, 99.0), (494.0, 898.0), (684.0, 273.0), (437.0, 601.0), (898.0, 898.0), (938.0, 646.0), (189.0, 739.0), (436.0, 619.0), (528.0, 794.0), (278.0, 434.0)]",27,47,20441.78982811037
