pos,generation,rank,score,id
"[(273.0, 105.0), (116.0, 69.0), (508.0, 31.0), (708.0, 99.0), (774.0, 130.0), (602.0, 68.0), (549.0, 329.0), (758.0, 405.0), (796.0, 310.0), (929.0, 389.0), (951.0, 209.0), (684.0, 273.0), (628.0, 311.0), (643.0, 404.0), (724.0, 631.0), (761.0, 772.0), (898.0, 898.0), (938.0, 646.0), (875.0, 407.0), (897.0, 324.0), (862.0, 361.0), (921.0, 964.0), (837.0, 787.0), (908.0, 534.0), (901.0, 639.0), (964.0, 726.0), (573.0, 903.0), (730.0, 742.0), (493.0, 970.0), (704.0, 995.0), (494.0, 898.0), (528.0, 794.0), (3.0, 517.0), (220.0, 307.0), (328.0, 489.0), (345.0, 560.0), (501.0, 287.0), (278.0, 434.0), (45.0, 549.0), (436.0, 619.0), (276.0, 666.0), (189.0, 739.0), (98.0, 711.0), (2.0, 897.0), (213.0, 639.0), (444.0, 428.0), (330.0, 410.0), (371.0, 429.0), (437.0, 601.0), (101.0, 482.0)]",85618,1,11616.884453799079,2568598
"[(273.0, 105.0), (116.0, 69.0), (508.0, 31.0), (708.0, 99.0), (774.0, 130.0), (602.0, 68.0), (549.0, 329.0), (758.0, 405.0), (796.0, 310.0), (929.0, 389.0), (951.0, 209.0), (684.0, 273.0), (628.0, 311.0), (643.0, 404.0), (724.0, 631.0), (761.0, 772.0), (898.0, 898.0), (938.0, 646.0), (875.0, 407.0), (897.0, 324.0), (862.0, 361.0), (921.0, 964.0), (837.0, 787.0), (908.0, 534.0), (901.0, 639.0), (964.0, 726.0), (573.0, 903.0), (730.0, 742.0), (493.0, 970.0), (704.0, 995.0), (494.0, 898.0), (528.0, 794.0), (3.0, 517.0), (220.0, 307.0), (328.0, 489.0), (345.0, 560.0), (501.0, 287.0), (278.0, 434.0), (45.0, 549.0), (436.0, 619.0), (276.0, 666.0), (189.0, 739.0), (98.0, 711.0), (2.0, 897.0), (213.0, 639.0), (444.0, 428.0), (330.0, 410.0), (371.0, 429.0), (437.0, 601.0), (101.0, 482.0)]",77853,2,11616.884453799079,2335640
"[(273.0, 105.0), (116.0, 69.0), (508.0, 31.0), (708.0, 99.0), (774.0, 130.0), (602.0, 68.0), (549.0, 329.0), (758.0, 405.0), (796.0, 310.0), (929.0, 389.0), (951.0, 209.0), (684.0, 273.0), (628.0, 311.0), (643.0, 404.0), (724.0, 631.0), (761.0, 772.0), (898.0, 898.0), (938.0, 646.0), (875.0, 407.0), (897.0, 324.0), (862.0, 361.0), (921.0, 964.0), (837.0, 787.0), (908.0, 534.0), (901.0, 639.0), (964.0, 726.0), (573.0, 903.0), (730.0, 742.0), (493.0, 970.0), (704.0, 995.0), (494.0, 898.0), (528.0, 794.0), (3.0, 517.0), (220.0, 307.0), (328.0, 489.0), (345.0, 560.0), (501.0, 287.0), (278.0, 434.0), (45.0, 549.0), (436.0, 619.0), (276.0, 666.0), (189.0, 739.0), (98.0, 711.0), (2.0, 897.0), (213.0, 639.0), (444.0, 428.0), (330.0, 410.0), (371.0, 429.0), (437.0, 601.0), (101.0, 482.0)]",76334,3,11616.884453799079,2290090
"[(273.0, 105.0), (116.0, 69.0), (508.0, 31.0), (708.0, 99.0), (774.0, 130.0), (602.0, 68.0), (549.0, 329.0), (758.0, 405.0), (796.0, 310.0), (929.0, 389.0), (951.0, 209.0), (684.0, 273.0), (628.0, 311.0), (643.0, 404.0), (724.0, 631.0), (761.0, 772.0), (898.0, 898.0), (938.0, 646.0), (875.0, 407.0), (897.0, 324.0), (862.0, 361.0), (921.0, 964.0), (837.0, 787.0), (908.0, 534.0), (901.0, 639.0), (964.0, 726.0), (573.0, 903.0), (730.0, 742.0), (493.0, 970.0), (704.0, 995.0), (494.0, 898.0), (528.0, 794.0), (3.0, 517.0), (220.0, 307.0), (328.0, 489.0), (345.0, 560.0), (501.0, 287.0), (278.0, 434.0), (45.0, 549.0), (436.0, 619.0), (276.0, 666.0), (189.0, 739.0), (98.0, 711.0), (2.0, 897.0), (213.0, 639.0), (444.0, 428.0), (330.0, 410.0), (371.0, 429.0), (437.0, 601.0), (101.0, 482.0)]",67130,4,11616.884453799079,2013942
"[(273.0, 105.0), (116.0, 69.0), (508.0, 31.0), (708.0, 99.0), (774.0, 130.0), (602.0, 68.0), (549.0, 329.0), (758.0, 405.0), (796.0, 310.0), (929.0, 389.0), (951.0, 209.0), (684.0, 273.0), (628.0, 311.0), (643.0, 404.0), (724.0, 631.0), (938.0, 646.0), (875.0, 407.0), (897.0, 324.0), (862.0, 361.0), (921.0, 964.0), (837.0, 787.0), (908.0, 534.0), (901.0, 639.0), (964.0, 726.0), (573.0, 903.0), (730.0, 742.0), (493.0, 970.0), (704.0, 995.0), (494.0, 898.0), (528.0, 794.0), (437.0, 601.0), (98.0, 711.0), (213.0, 639.0), (189.0, 739.0), (2.0, 897.0), (45.0, 549.0), (898.0, 898.0), (761.0, 772.0), (501.0, 287.0), (371.0, 429.0), (101.0, 482.0), (220.0, 307.0), (3.0, 517.0), (444.0, 428.0), (330.0, 410.0), (436.0, 619.0), (345.0, 560.0), (278.0, 434.0), (276.0, 666.0), (328.0, 489.0)]",85585,5,11616.884453799079,2567609
"[(273.0, 105.0), (116.0, 69.0), (508.0, 31.0), (708.0, 99.0), (774.0, 130.0), (602.0, 68.0), (549.0, 329.0), (758.0, 405.0), (796.0, 310.0), (929.0, 389.0), (951.0, 209.0), (684.0, 273.0), (628.0, 311.0), (643.0, 404.0), (724.0, 631.0), (761.0, 772.0), (898.0, 898.0), (938.0, 646.0), (875.0, 407.0), (897.0, 324.0), (862.0, 361.0), (921.0, 964.0), (837.0, 787.0), (908.0, 534.0), (901.0, 639.0), (964.0, 726.0), (573.0, 903.0), (730.0, 742.0), (493.0, 970.0), (704.0, 995.0), (494.0, 898.0), (528.0, 794.0), (3.0, 517.0), (220.0, 307.0), (328.0, 489.0), (345.0, 560.0), (501.0, 287.0), (278.0, 434.0), (45.0, 549.0), (436.0, 619.0), (276.0, 666.0), (189.0, 739.0), (98.0, 711.0), (2.0, 897.0), (213.0, 639.0), (444.0, 428.0), (330.0, 410.0), (371.0, 429.0), (437.0, 601.0), (101.0, 482.0)]",77201,6,11616.884453799079,2316094
"[(273.0, 105.0), (116.0, 69.0), (508.0, 31.0), (708.0, 99.0), (774.0, 130.0), (602.0, 68.0), (549.0, 329.0), (758.0, 405.0), (796.0, 310.0), (929.0, 389.0), (951.0, 209.0), (684.0, 273.0), (628.0, 311.0), (643.0, 404.0), (724.0, 631.0), (761.0, 772.0), (898.0, 898.0), (938.0, 646.0), (875.0, 407.0), (897.0, 324.0), (862.0, 361.0), (921.0, 964.0), (837.0, 787.0), (908.0, 534.0), (901.0, 639.0), (964.0, 726.0), (573.0, 903.0), (730.0, 742.0), (493.0, 970.0), (704.0, 995.0), (494.0, 898.0), (528.0, 794.0), (3.0, 517.0), (220.0, 307.0), (328.0, 489.0), (345.0, 560.0), (501.0, 287.0), (278.0, 434.0), (45.0, 549.0), (436.0, 619.0), (276.0, 666.0), (189.0, 739.0), (98.0, 711.0), (2.0, 897.0), (213.0, 639.0), (444.0, 428.0), (330.0, 410.0), (371.0, 429.0), (437.0, 601.0), (101.0, 482.0)]",78929,7,11616.884453799079,2367911
"[(273.0, 105.0), (116.0, 69.0), (508.0, 31.0), (708.0, 99.0), (774.0, 130.0), (602.0, 68.0), (549.0, 329.0), (758.0, 405.0), (796.0, 310.0), (929.0, 389.0), (951.0, 209.0), (684.0, 273.0), (628.0, 311.0), (643.0, 404.0), (724.0, 631.0), (761.0, 772.0), (898.0, 898.0), (938.0, 646.0), (875.0, 407.0), (897.0, 324.0), (862.0, 361.0), (921.0, 964.0), (837.0, 787.0), (908.0, 534.0), (901.0, 639.0), (964.0, 726.0), (573.0, 903.0), (730.0, 742.0), (493.0, 970.0), (704.0, 995.0), (494.0, 898.0), (528.0, 794.0), (3.0, 517.0), (220.0, 307.0), (328.0, 489.0), (345.0, 560.0), (501.0, 287.0), (278.0, 434.0), (45.0, 549.0), (436.0, 619.0), (276.0, 666.0), (189.0, 739.0), (98.0, 711.0), (2.0, 897.0), (213.0, 639.0), (444.0, 428.0), (330.0, 410.0), (371.0, 429.0), (437.0, 601.0), (101.0, 482.0)]",99618,8,11616.884453799079,2988588
"[(273.0, 105.0), (116.0, 69.0), (508.0, 31.0), (708.0, 99.0), (774.0, 130.0), (602.0, 68.0), (549.0, 329.0), (758.0, 405.0), (796.0, 310.0), (929.0, 389.0), (951.0, 209.0), (684.0, 273.0), (628.0, 311.0), (643.0, 404.0), (724.0, 631.0), (761.0, 772.0), (898.0, 898.0), (938.0, 646.0), (875.0, 407.0), (897.0, 324.0), (862.0, 361.0), (921.0, 964.0), (837.0, 787.0), (908.0, 534.0), (901.0, 639.0), (964.0, 726.0), (573.0, 903.0), (730.0, 742.0), (493.0, 970.0), (704.0, 995.0), (494.0, 898.0), (528.0, 794.0), (3.0, 517.0), (220.0, 307.0), (328.0, 489.0), (345.0, 560.0), (501.0, 287.0), (278.0, 434.0), (45.0, 549.0), (436.0, 619.0), (276.0, 666.0), (189.0, 739.0), (98.0, 711.0), (2.0, 897.0), (213.0, 639.0), (444.0, 428.0), (330.0, 410.0), (371.0, 429.0), (437.0, 601.0), (101.0, 482.0)]",71494,9,11616.884453799079,2144885
"[(273.0, 105.0), (116.0, 69.0), (508.0, 31.0), (708.0, 99.0), (774.0, 130.0), (602.0, 68.0), (549.0, 329.0), (758.0, 405.0), (796.0, 310.0), (929.0, 389.0), (951.0, 209.0), (684.0, 273.0), (628.0, 311.0), (643.0, 404.0), (724.0, 631.0), (761.0, 772.0), (898.0, 898.0), (938.0, 646.0), (875.0, 407.0), (897.0, 324.0), (862.0, 361.0), (921.0, 964.0), (837.0, 787.0), (908.0, 534.0), (901.0, 639.0), (964.0, 726.0), (573.0, 903.0), (730.0, 742.0), (493.0, 970.0), (704.0, 995.0), (494.0, 898.0), (528.0, 794.0), (3.0, 517.0), (220.0, 307.0), (328.0, 489.0), (345.0, 560.0), (501.0, 287.0), (278.0, 434.0), (45.0, 549.0), (436.0, 619.0), (276.0, 666.0), (189.0, 739.0), (98.0, 711.0), (2.0, 897.0), (213.0, 639.0), (444.0, 428.0), (330.0, 410.0), (371.0, 429.0), (437.0, 601.0), (101.0, 482.0)]",89320,10,11616.884453799079,2679661
"[(273.0, 105.0), (116.0, 69.0), (508.0, 31.0), (708.0, 99.0), (774.0, 130.0), (602.0, 68.0), (549.0, 329.0), (758.0, 405.0), (796.0, 310.0), (929.0, 389.0), (951.0, 209.0), (684.0, 273.0), (628.0, 311.0), (643.0, 404.0), (724.0, 631.0), (761.0, 772.0), (898.0, 898.0), (938.0, 646.0), (875.0, 407.0), (897.0, 324.0), (862.0, 361.0), (921.0, 964.0), (837.0, 787.0), (908.0, 534.0), (901.0, 639.0), (964.0, 726.0), (573.0, 903.0), (730.0, 742.0), (493.0, 970.0), (704.0, 995.0), (494.0, 898.0), (528.0, 794.0), (3.0, 517.0), (220.0, 307.0), (328.0, 489.0), (345.0, 560.0), (501.0, 287.0), (278.0, 434.0), (45.0, 549.0), (436.0, 619.0), (276.0, 666.0), (189.0, 739.0), (98.0, 711.0), (2.0, 897.0), (213.0, 639.0), (444.0, 428.0), (330.0, 410.0), (371.0, 429.0), (437.0, 601.0), (101.0, 482.0)]",92019,11,11616.884453799079,2760618
"[(273.0, 105.0), (116.0, 69.0), (508.0, 31.0), (708.0, 99.0), (774.0, 130.0), (602.0, 68.0), (549.0, 329.0), (758.0, 405.0), (796.0, 310.0), (929.0, 389.0), (951.0, 209.0), (684.0, 273.0), (628.0, 311.0), (643.0, 404.0), (724.0, 631.0), (761.0, 772.0), (898.0, 898.0), (938.0, 646.0), (875.0, 407.0), (897.0, 324.0), (862.0, 361.0), (921.0, 964.0), (837.0, 787.0), (908.0, 534.0), (901.0, 639.0), (964.0, 726.0), (573.0, 903.0), (730.0, 742.0), (493.0, 970.0), (704.0, 995.0), (494.0, 898.0), (528.0, 794.0), (3.0, 517.0), (220.0, 307.0), (328.0, 489.0), (345.0, 560.0), (501.0, 287.0), (278.0, 434.0), (45.0, 549.0), (436.0, 619.0), (276.0, 666.0), (189.0, 739.0), (98.0, 711.0), (2.0, 897.0), (213.0, 639.0), (444.0, 428.0), (330.0, 410.0), (371.0, 429.0), (437.0, 601.0), (101.0, 482.0)]",66723,12,11616.884453799079,2001735
"[(273.0, 105.0), (116.0, 69.0), (508.0, 31.0), (708.0, 99.0), (774.0, 130.0), (602.0, 68.0), (549.0, 329.0), (758.0, 405.0), (796.0, 310.0), (929.0, 389.0), (951.0, 209.0), (684.0, 273.0), (628.0, 311.0), (643.0, 404.0), (724.0, 631.0), (761.0, 772.0), (898.0, 898.0), (938.0, 646.0), (875.0, 407.0), (897.0, 324.0), (862.0, 361.0), (921.0, 964.0), (837.0, 787.0), (908.0, 534.0), (901.0, 639.0), (964.0, 726.0), (573.0, 903.0), (730.0, 742.0), (493.0, 970.0), (704.0, 995.0), (494.0, 898.0), (528.0, 794.0), (3.0, 517.0), (220.0, 307.0), (328.0, 489.0), (345.0, 560.0), (501.0, 287.0), (278.0, 434.0), (45.0, 549.0), (436.0, 619.0), (276.0, 666.0), (189.0, 739.0), (98.0, 711.0), (2.0, 897.0), (213.0, 639.0), (444.0, 428.0), (330.0, 410.0), (371.0, 429.0), (437.0, 601.0), (101.0, 482.0)]",84939,13,11616.884453799079,2548221
"[(273.0, 105.0), (116.0, 69.0), (508.0, 31.0), (708.0, 99.0), (774.0, 130.0), (602.0, 68.0), (549.0, 329.0), (758.0, 405.0), (796.0, 310.0), (929.0, 389.0), (951.0, 209.0), (684.0, 273.0), (628.0, 311.0), (643.0, 404.0), (724.0, 631.0), (761.0, 772.0), (898.0, 898.0), (938.0, 646.0), (875.0, 407.0), (897.0, 324.0), (862.0, 361.0), (921.0, 964.0), (837.0, 787.0), (908.0, 534.0), (901.0, 639.0), (964.0, 726.0), (573.0, 903.0), (730.0, 742.0), (493.0, 970.0), (704.0, 995.0), (494.0, 898.0), (528.0, 794.0), (3.0, 517.0), (220.0, 307.0), (328.0, 489.0), (345.0, 560.0), (501.0, 287.0), (278.0, 434.0), (45.0, 549.0), (436.0, 619.0), (276.0, 666.0), (189.0, 739.0), (98.0, 711.0), (2.0, 897.0), (213.0, 639.0), (444.0, 428.0), (330.0, 410.0), (371.0, 429.0), (437.0, 601.0), (101.0, 482.0)]",95291,14,11616.884453799079,2858774
